,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
181,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=CC(F)=CC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC(Cl)=C(CC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2C(=O)C4=CC(F)=CC=C4C2=C(C#N)C#N)=C3)C=C1,BTC-2,-5.64,-3.91,1.53,2.3,0.92,0.693,12.9,"G. Li, J. Wu, J. Fang, X. Guo, L. Zhu, F. Liu, M. Zhang, Y. Li, A Non-Fullerene Acceptor with Chlorinated Thienyl Conjugated Side Chains for High-Performance Polymer Solar Cells via Toluene Processing, Chin. J. Chem. 38 (2020) 697–702. https://doi.org/10.1002/cjoc.201900495."
182,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=C(N(C3=CC=C(CCCC)C=C3)C3=CC=C(CCCC)C=C3)C3=C(S2)C(N(C2=CC=C(CCCC)C=C2)C2=CC=C(CCCC)C=C2)=C(C2=CC4=C(S2)C(CCCCCCCC)=C(/C=C2C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S4)S3)=C1,BTh-Th-2F,-5.58,-3.96,1.42,23.59,0.81,0.6714,12.87,"X. Wang, H. Lu, Y. Liu, A. Zhang, N. Yu, H. Wang, S. Li, Y. Zhou, X. Xu, Z. Tang, Z. Bo, Simple Nonfused Ring Electron Acceptors with 3D Network Packing Structure Boosting the Efficiency of Organic Solar Cells to 15.44%, Adv. Energy Mater. 11 (2021) 2102591. https://doi.org/10.1002/aenm.202102591."
183,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C/C4=CC(C(C5=CC=C(OCC(CC)CCCC)C=C5)(C6=CC=C(OCC(CC)CCCC)C=C6)C7=C8C=CC(C7=C9)=CC%10=C9C=CC%11=C%10C(C%12=CC=C(OCC(CC)CCCC)C=C%12)(C%13=CC=C(OCC(CC)CCCC)C=C%13)C%14=C%11SC(/C=C%15/C(C(C=C%16C(C=CC=C%16)=C%17)=C%17C%15=O)=C(C#N)/C#N)=C%14)=C8S4)=C(C#N)C#N,IOIC3,-5.38,-3.84,1.45,22.6,0.77,0.741,12.8,"J. Zhu, Y. Xiao, J. Wang, K. Liu, H. Jiang, Y. Lin, X. Lu, X. Zhan, Alkoxy-Induced Near-Infrared Sensitive Electron Acceptor for High-Performance Organic Solar Cells, Chem. Mater. 30 (2018) 4150–4156. https://doi.org/10.1021/acs.chemmater.8b01677."
184,O=C(C(C=C1C(C=CC=C1)=C2)=C2C/3=C(C#N)C#N)C3=C/C(S4)=CC5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C9=C(CCCCCCCC)C%10=C(C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%14SC(/C=C%15C(C(C=C%16C(C=CC=C%16)=C%17)=C%17C\%15=C(C#N)/C#N)=O)=C%13)=C%14S%10)C(CCCCCCCC)=C9S6,NNBDT,-5.46,-3.94,1.43,19.89,0.887,0.72,12.8,"B. Kan, Y.-Q.-Q. Yi, X. Wan, H. Feng, X. Ke, Y. Wang, C. Li, Y. Chen, Ternary Organic Solar Cells With 12.8% Efficiency Using Two Nonfullerene Acceptors With Complementary Absorptions, Adv. Energy Mater. 8 (2018) 1800424. https://doi.org/10.1002/aenm.201800424."
185,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(OCC(CC)CCCC)C=C(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S3,IEICO,-5.32,-3.95,1.34,11.51,1.71,0.66,12.8,"Y. Qin, Y. Chen, Y. Cui, S. Zhang, H. Yao, J. Huang, W. Li, Z. Zheng, J. Hou, Achieving 12.8% Efficiency by Simultaneously Improving Open-Circuit Voltage and Short-Circuit Current Density in Tandem Organic Solar Cells, Adv. Mater. 29 (2017) 1606340. https://doi.org/10.1002/adma.201606340."
186,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OC)C(OC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OC)C(OC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IEICF-DMOT,-5.49,-3.85,1.38,22.14,0.87,0.6753,12.79,"Y. Chang, X. Zhang, Y. Tang, M. Gupta, D. Su, J. Liang, D. Yan, K. Li, X. Guo, W. Ma, H. Yan, C. Zhan, 14%-efficiency fullerene-free ternary solar cell enabled by designing a short side-chain substituted small-molecule acceptor, Nano Energy. 64 (2019) 103934. https://doi.org/10.1016/j.nanoen.2019.103934."
187,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(C3=CC=C(CCCCCC)C=C3)=C(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(C2=CC=C(CCCCCC)C=C2)=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)S1,PTB4Cl,-5.91,-3.93,1.58,19.01,0.93,0.7217,12.76,"T.-J. Wen, Z.-X. Liu, Z. Chen, J. Zhou, Z. Shen, Y. Xiao, X. Lu, Z. Xie, H. Zhu, C.-Z. Li, H. Chen, Simple Non-Fused Electron Acceptors Leading to Efficient Organic Photovoltaics, Angew. Chem. Int. Ed. 60 (2021) 12964–12970. https://doi.org/10.1002/anie.202101867."
188,O=C1C2=C(C(/C1=C/C3=C4C(SC(CCCCCCCC)=C4)=C(S3)C5=CC6=C(C(C(CC(CCCC)CC)(C7=C8C=CC(C9=C%10SC(CCCCCCCC)=CC%10=C(S9)/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)C#N)=C7)CC(CCCC)CC)C8C6(CC(CCCC)CC)CC(CCCC)CC)C=C5)=C(C#N)C#N)C=C(F)C(F)=C2,NITI,-5.68,-3.84,1.49,20.67,0.86,0.71,12.74,"S. jie Xu, Z. Zhou, W. Liu, Z. Zhang, F. Liu, H. Yan, X. Zhu, A Twisted Thieno[3,4-b]thiophene-Based Electron Acceptor Featuring a 14-π-Electron Indenoindene Core for High-Performance Organic Photovoltaics, Adv. Mater. 29 (2017) 1704510. https://doi.org/10.1002/adma.201704510."
189,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6C(=O)C7=CC(F)=CC=C7C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(C2=CC=C(/C=C4C(=O)C5=CC=C(F)C=C5C4=C(C#N)C#N)S2)S3)C=C1,TTPT-T-2F,-5.6,-4,1.54,18.5,0.915,0.751,12.71,"X. Li, C. Li, L. Ye, K. Weng, H. Fu, H.S. Ryu, D. Wei, X. Sun, H.Y. Woo, Y. Sun, Asymmetric A–D–π–A-type nonfullerene small molecule acceptors for efficient organic solar cells, J. Mater. Chem. A. 7 (2019) 19348–19354. https://doi.org/10.1039/C9TA06476A."
190,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)N=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2C=C2C(=C3)C3=C(C4=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5C(C#N)C#N)S4)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,LC81,-5.49,-3.97,1.45,19.84,0.875,0.732,12.71,"T. Xia, C. Li, H.S. Ryu, J. Guo, J. Min, H.Y. Woo, Y. Sun, Efficient Fused-Ring Extension of A–D–A-Type Non-Fullerene Acceptors by a Symmetric Replicating Core Unit Strategy, Chem. – Eur. J. 26 (2020) 12411–12417. https://doi.org/10.1002/chem.202000889."
191,CCCCCCC(CCC)CC1(CC(CCC)CCCCCC)C2=C(SC(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)S4)C5(CC(CCC)CCCCCC)CC(CCC)CCCCCC)S1)C1=NSN=C13)S2,DTBCIC,-5.62,-3.87,1.75,20.4,0.89,0.6939,12.71,"Y. Tang, H. Feng, Y. Liang, H. Tang, Z. Du, J. Xu, F. Huang, Y. Cao, Dithienobenzothiadiazole-Bridged Nonfullerene Electron Acceptors for Efficient Organic Solar Cells, ACS Appl. Polym. Mater. (2021). https://doi.org/10.1021/acsapm.1c01406."
192,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(C)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2/C3=C(C=CC=C3)C3=C2N=C(C#N)C(C#N)=N3)=C1CCCCCCCCCCC,IPC-BEH-IC2F,-5.55,-3.9,1.38,22.29,0.852,0.6683,12.7,"P. Gopikrishna, H. Choi, D.H. Kim, J.H. Hwang, Y. Lee, H. Jung, G. Yu, T.B. Raju, E. Lee, Y. Lee, S. Cho, B. Kim, Impact of symmetry-breaking of non-fullerene acceptors for efficient and stable organic solar cells, Chem. Sci. 12 (2021) 14083–14097. https://doi.org/10.1039/D1SC04153C."
193,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC=C(C4=C(OCCCCCCCC)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(OCCCCCCCC)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S3,IDTO-T-4F,-5.49,-3.88,1.45,20.12,0.864,0.727,12.62,"D. Liu, B. Kan, X. Ke, N. Zheng, Z. Xie, D. Lu, Y. Liu, Extended Conjugation Length of Nonfullerene Acceptors with Improved Planarity via Noncovalent Interactions for High-Performance Organic Solar Cells, Adv. Energy Mater. 8 (2018) 1801618. https://doi.org/10.1002/aenm.201801618."
194,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6SC9=C8C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%12)=C7S3,ITIC,-5.28,-3.87,1.4,10.62,1.65,0.71,12.62,"X. Shi, L. Zuo, S.B. Jo, K. Gao, F. Lin, F. Liu, A.K.-Y. Jen, Design of a Highly Crystalline Low-Band Gap Fused-Ring Electron Acceptor for High-Efficiency Solar Cells with Low Energy Loss, Chem. Mater. 29 (2017) 8369–8376. https://doi.org/10.1021/acs.chemmater.7b02853."
195,CCCCCCCCC(CCCCCCCC)N1C2=C(SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OC(CCCC)CCCCCC)C=C(C3=CC(CCCCCC)=C(/C=C4C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)S3)C(OC(CCCC)CCCCCC)=C1)S2,DBT-BO,-5.62,-3.97,1.36,21.12,0.84,0.7096,12.59,"J. Cao, H. Wang, L. Yang, F. Du, J. Yu, W. Tang, Chlorinated unfused acceptor enabling 13.57% efficiency and 73.39% fill factor organic solar cells via fine-tuning alkoxyl chains on benzene core, Chem. Eng. J. 427 (2022) 131828. https://doi.org/10.1016/j.cej.2021.131828."
196,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1C(CCCCCCCC)(CCCCCCCC)OC1=CC3=C(C=C12)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2OC(CCCCCCCC)(CCCCCCCC)C3=C(SC(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)=C3CCCCCCCC)C2=C1,FOR-1F,-5.73,-3.73,1.59,18.65,1.02,0.6621,12.59,"S. Wu, L. Meng, Z. Zhang, M. Li, Y. Yang, J. Wang, H. Chen, C. Jiang, X. Wan, C. Li, Z. Yao, Y. Chen, Molecular optimization of incorporating pyran fused acceptor–donor–acceptor type acceptors enables over 15% efficiency in organic solar cells, J. Mater. Chem. C. 10 (2022) 1977–1983. https://doi.org/10.1039/D1TC05779K."
197,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=CC(F)=C(F)C=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1C1=C3C4=C2C=C2C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC6=C(C7=C(C=C8C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C1)C8=C73)C1=C6C3=C(S1)C1=C(C=C6C(=C1)C(CCCCCCCC)(CCCCCCCC)C1=C6SC(/C=C6C(=O)C7=CC(F)=C(F)C=C7C6=C(C#N)C#N)=C1)C3(CCCCCCCC)CCCCCCCC)C4=C25,PDFC,-5.57,-3.85,1.72,15.93,0.97,0.813,12.56,"K. Ding, T. Shan, J. Xu, M. Li, Y. Wang, Y. Zhang, Z. Xie, Z. Ma, F. Liu, H. Zhong, A perylene diimide-containing acceptor enables high fill factor in organic solar cells, Chem. Commun. 56 (2020) 11433–11436. https://doi.org/10.1039/D0CC04297H."
198,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-S,-5.66,-4.03,1.26,26.5,0.711,0.6665,12.56,"Y. Song, Z. Zhong, L. Li, X. Liu, J. Huang, H. Wu, M. Li, Z. Lu, J. Yu, J. Hai, Fused-heterocycle engineering on asymmetric non-fullerene acceptors enables organic solar cells approaching 29?mA/cm2 short-circuit current density, Chem. Eng. J. 430 (2022) 132830. https://doi.org/10.1016/j.cej.2021.132830."
199,O=C(C1=C(C)SC=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C%12=C(C)SC=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,MeIC,-5.57,-3.92,1.58,18.41,0.918,0.742,12.54,"Z. Luo, H. Bin, T. Liu, Z.-G. Zhang, Y. Yang, C. Zhong, B. Qiu, G. Li, W. Gao, D. Xie, K. Wu, Y. Sun, F. Liu, Y. Li, C. Yang, Fine-Tuning of Molecular Packing and Energy Level through Methyl Substitution Enabling Excellent Small Molecule Acceptors for Nonfullerene Polymer Solar Cells with Efficiency up to 12.54%, Adv. Mater. 30 (2018) 1706124. https://doi.org/10.1002/adma.201706124."
200,O=C(C1=C/2C=C(F)C(F)=C1)C(CC3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4)C2=C(C#N)C#N,m-ITIC-4F,-5.73,-4.02,1.53,19.76,0.902,0.703,12.53,"X. Li, J. Yao, I. Angunawela, C. Sun, L. Xue, A. Liebman-Pelaez, C. Zhu, C. Yang, Z.-G. Zhang, H. Ade, Y. Li, Improvement of Photovoltaic Performance of Polymer Solar Cells by Rational Molecular Optimization of Organic Molecule Acceptors, Adv. Energy Mater. 8 (2018) 1800815. https://doi.org/10.1002/aenm.201800815."
201,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=C(Cl)C=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1C=C(C2=CC4=C(S2)C2=CC5=C(C=C2C4(CCCCCC)CCCCCC)C2SC(/C=C4C(=O)C6=C(C=C(Cl)C(Cl)=C6)C4=C(C#N)C#N)=CC2C5(CCCCCC)CCCCCC)SC31,IDT2-IC-4Cl.,-5.34,-3.95,1.4,22.22,0.84,0.6981,12.53,"Z. Shao, Z. Zhu, H. Tan, X. Yu, J. Yu, W. Zhu, An A-D-D-A-type small-molecule electron acceptor with chlorine substitution for high-efficiency polymer solar cells, Org. Electron. 99 (2021) 106329. https://doi.org/10.1016/j.orgel.2021.106329."
202,O=C(C1=C/2C=CC(F)=C1)C(CC3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4)C2=C(C#N)C#N,m-ITIC-2F,-5.73,-3.95,1.56,18.98,0.955,0.691,12.53,"X. Li, J. Yao, I. Angunawela, C. Sun, L. Xue, A. Liebman-Pelaez, C. Zhu, C. Yang, Z.-G. Zhang, H. Ade, Y. Li, Improvement of Photovoltaic Performance of Polymer Solar Cells by Rational Molecular Optimization of Organic Molecule Acceptors, Adv. Energy Mater. 8 (2018) 1800815. https://doi.org/10.1002/aenm.201800815."
203,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2N(CC(CC)CCCC)C2=C1SC(/C=C1C(=O)C3=C(C=C(Cl)C(Cl)=C3)C1=C(C#N)C#N)=C2,PT2IC-4CL,-5.6,-3.9,1.31,20.7,0.834,0.7237,12.51,"Z. Xia, J. Zhang, X. Gao, W. Song, J. Ge, L. Xie, X. Zhang, Z. Liu, Z. Ge, Fine-Tuning the Dipole Moment of Asymmetric Non-Fullerene Acceptors Enabling Efficient and Stable Organic Solar Cells, ACS Appl. Mater. Interfaces. 13 (2021) 23983–23992. https://doi.org/10.1021/acsami.1c02652."
204,O=C(C1=CSC=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC7=C(C8=C(S7)C(SC(/C=C9C(C%10=CSC=C%10C9=C(C#N)/C#N)=O)=C%11)=C%11C8(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C=C6S5)C4(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,ITIC5,-5.48,-3.95,1.53,18.48,0.897,0.755,12.5,"C. Yan, W. Wang, T.-K. Lau, K. Li, J. Wang, K. Liu, X. Lu, X. Zhan, Enhancing the performance of non-fullerene organic solar cells via end group engineering of fused-ring electron acceptors, J. Mater. Chem. A. 6 (2018) 16638–16644. https://doi.org/10.1039/C8TA05800H."
205,O=C(C(C=CC(C#CC1=CC=CC=C1)=C2)=C2C/3=C(C#N)C#N)C3=C/C4=CC5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CC(CC)CCCCCC)S9)C%10=CC=C(CC(CC)CCCCCC)S%10)=C(C%11=C8C(SC(/C=C%12C(C(C=C(C#CC%13=CC=CC=C%13)C=C%14)=C%14C\%12=C(C#N)C#N)=O)=C%15)=C%15S%11)C=C7C6(C%16=CC=C(CC(CC)CCCCCC)S%16)C%17=CC=C(CC(CC)CCCCCC)S%17)S5,ITPN,-5.69,-3.91,1.35,17.5,0.986,0.73,12.5,"R. Yu, H. Yao, L. Hong, Y. Xu, B. Gao, J. Zhu, Y. Zu, J. Hou, Enhancing the Photovoltaic Performance of Nonfullerene Acceptors via Conjugated Rotatable End Groups, Adv. Energy Mater. 8 (2018) 1802131. https://doi.org/10.1002/aenm.201802131."
206,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=C(Cl)C(Cl)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C(F)=C(C4=CC5=C(S4)C4=C(C=C6C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C6SC(/C=C6C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)=C4)C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NSN=C43)=C2)C=C1,BT2FIDT-4Cl,-5.7,-3.88,1.56,18.1,0.97,0.715,12.5,"C. Zhang, X. Song, K.-K. Liu, M. Zhang, J. Qu, C. Yang, G.-Z. Yuan, A. Mahmood, F. Liu, F. He, D. Baran, J.-L. Wang, Electron-Deficient and Quinoid Central Unit Engineering for Unfused Ring-Based A1–D–A2–D–A1-Type Acceptor Enables High Performance Nonfullerene Polymer Solar Cells with High Voc and PCE Simultaneously, Small. 16 (2020) 1907681. https://doi.org/10.1002/smll.201907681."
207,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(S3)C3=C(C=C(/C=C6C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)S3)C(CCCCCC)(CCCCCC)O5)C4(C3=CC=C(C)C=C3)C3=CC=C(C)C=C3)C3=C2C2=C(S3)C3=C(C=C(/C=C4C(=O)C5=C(C=C(Cl)C(Cl)=C5)C4=C(C#N)C#N)S3)C(C)(C)O2)C=C1,ITOT-4Cl,-5.49,-3.9,,22.89,0.775,0.705,12.5,"X. Ke, L. Meng, X. Wan, Y. Cai, H.-H. Gao, Y.-Q.-Q. Yi, Z. Guo, H. Zhang, C. Li, Y. Chen, A nonfullerene acceptor incorporating a dithienopyran fused backbone for organic solar cells with efficiency over 14%, Nano Energy. 75 (2020) 104988. https://doi.org/10.1016/j.nanoen.2020.104988."
208,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC4=C(C=C(CC(CC)CCCC)S4)S3)=C3C(=C2C2=CC4=C(C=C(CC(CC)CCCC)S4)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=CC(CCCCCC)=C3)C3=C2SC(/C=C2C(=O)C4=C(C=CC(F)=C4)C2=C(C#N)C#N)=C3)C=C1,BTT-FIC,-5.64,-3.87,1.47,18.54,0.953,0.7163,12.46,"Y. Jia, Y. Zhang, W. Jiang, B. Su, C. Liu, E. Zhu, G. Che, A fused-ring non-fullerene acceptor based on a benzo[1,2-b:4,5-b′]dithiophene central core with a thieno[3,2-b]thiophene side-chain for highly efficient organic solar cells, J. Mater. Chem. A. 7 (2019) 10905–10911. https://doi.org/10.1039/C9TA01888C."
209,O=C(C(C(C)=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(SC(/C=C%12C(C%13=C(C(C)=CC=C%13)C\%12=C(C#N)C#N)=O)=C%14)=C%14S%11)C=C7C6(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)S5,IDT8CN-M,-5.54,-3.91,1.58,17.11,0.92,0.789,12.43,"W. Gao, T. Liu, C. Zhong, G. Zhang, Y. Zhang, R. Ming, L. Zhang, J. Xin, K. Wu, Y. Guo, W. Ma, H. Yan, Y. Liu, C. Yang, Asymmetrical Small Molecule Acceptor Enabling Nonfullerene Polymer Solar Cell with Fill Factor Approaching 79%, ACS Energy Lett. 3 (2018) 1760–1768. https://doi.org/10.1021/acsenergylett.8b00825."
210,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CC(CC)CCCC)C=C2)(C2=CC=C(CC(CC)CCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CC(CC)CCCC)C=C1)(C1=CC=C(CC(CC)CCCC)C=C1)C1=C2SC2=C1SC(/C=C1C(=O)C3=C(C=C(Cl)C(Cl)=C3)C1=C(C#N)C#N)=C2CCCCCCCC,3TT-OCIC,-5.22,-3.91,1.31,26.49,0.68,0.69,12.43,"H.-H. Gao, Y. Sun, Y. Cai, X. Wan, L. Meng, X. Ke, S. Li, Y. Zhang, R. Xia, N. Zheng, Z. Xie, C. Li, M. Zhang, H.-L. Yip, Y. Cao, Y. Chen, Achieving Both Enhanced Voltage and Current through Fine-Tuning Molecular Backbone and Morphology Control in Organic Solar Cells, Adv. Energy Mater. 9 (2019) 1901024. https://doi.org/10.1002/aenm.201901024."
211,CCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1PC1=C2OC2C3=C(C4=C(S3)C(CCCCCCCC)=C(CC3C(=O)C5=C(C=C(Cl)C(Cl)=C5)C3=C(C#N)C#N)S4)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C12,6T-2C8-2Cl,-5.56,-3.95,1.29,24.4,0.785,0.65,12.43,"H. Gao, X. Wan, Z. Xuan, W. Ma, J. Xin, C. Li, Y. Chen, Finely modulated asymmetric nonfullerene acceptors enabling simultaneously improved voltage and current for efficient organic solar cells, J. Mater. Chem. C. 10 (2022) 2742–2748. https://doi.org/10.1039/D1TC03793E."
